Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Faucibus Morbi Incorporated,1/10/2020,82A5DF73-6B40-DAFC-882E-6DF270DA1C5E,ligula eu enim. Etiam imperdiet,9,0.079891304,,No,Yes,,119868 4605,Declan D. Puckett,Quail S. Curtis,1,General Help,Customer Success,10.5
Ullamcorper Velit Associates,1/28/2020,78FC6325-24C2-8C63-1BEA-6D6C0F3F7F37,"cursus. Nunc mauris elit, dictum",5,0.049456522,,No,Yes,,326251 5731,Declan D. Puckett,Cheryl U. Perkins,1,Training,Customer Success,6.5
In Inc.,1/8/2020,F1B97A2D-1ABB-6D64-AB62-C4067A7614D2,lacus. Mauris non dui nec,7.5,0.068478261,,No,Yes,,536480 8203,Dolan X. Russo,Eliana M. Morales,1,Training,Customer Success,9
Fringilla Mi Corp.,2/26/2020,BD08B250-118B-DB28-7BD5-097E94AAC25C,Covid Aenean egestas hendrerit neque. In,1,0.007608696,,Yes,Yes,,422349 5575,Mikayla K. Moore,Delilah A. Randolph,1,Analytics,Customer Success,1
Dui Nec Tempus Limited,1/27/2020,77E07D80-F0CF-B032-C75D-F29A78BB94C8,Covid penatibus et magnis dis parturient,1,0.007608696,,Yes,Yes,,532187 5261,Elliott C. Ortiz,Nathaniel K. Burton,1,General Help,Customer Success,1
Tortor Integer Foundation,1/14/2020,1AD0904D-BC9E-0BC5-5D85-802157DD1188,"dis parturient montes, nascetur ridiculus",6.5,0.060869565,,No,Yes,,075768 3131,Hadley J. Noel,Audrey M. Carey,1,Training,Customer Success,8
Augue Id Institute,3/3/2020,679E1832-6453-8E7F-1A05-3A70E63E2AD1,porttitor eros nec tellus. Nunc,8,0.072282609,,No,Yes,,268025 1531,Sage X. Holland,Noble S. Patton,1,General Help,Customer Success,9.5
Pharetra Felis Eget Inc.,1/6/2020,1A36C7A0-37EC-DDB5-5C84-365C483F3E66,"Covid convallis in, cursus et, eros.",2,0.015217391,,Yes,Yes,,822474 0566,Lucian N. Rosales,Kellie Q. Melendez,1,General Help,Customer Success,2
Sociis PC,1/29/2020,D997579D-54A0-225E-7A77-98D13D584AB0,"Covid tempor bibendum. Donec felis orci,",4,0.030434783,,Yes,Yes,,824677 2563,Caleb Q. Lott,Myles I. Nguyen,1,Data Support,Customer Success,4
Netus Institute,3/31/2020,4DB184D9-83A8-2C9D-21C2-1242004B8195,diam eu dolor egestas rhoncus.,4,0.030434783,4,No,Yes,,318294 8582,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,4
Et Netus Et PC,3/3/2020,F3EFFEB5-FCFF-54FE-A812-AB9AE7486F45,"semper egestas, urna justo faucibus",1.5,0.011413043,,No,Yes,,463556 3838,Hadley J. Noel,Audrey M. Carey,1,Analytics,Customer Success,1.5
Odio A Corporation,2/4/2020,F9F61BAE-0BC0-97A2-96B4-81A46D317BA2,"Sed diam lorem, auctor quis,",1.5,0.011413043,,No,Yes,,234540 3758,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,1.5
Consectetuer Company,1/9/2020,3E987EBB-68C8-A669-55E4-EFEB1C3F2498,"Covid sapien, cursus in, hendrerit consectetuer,",7.5,0.068478261,,Yes,Yes,,586837 5493,August K. Schroeder,Jaime Y. Butler,1,General Help,Customer Success,9
Purus Company,1/3/2020,01D41A26-6EC4-842F-BBE6-705088C657BC,Covid Nulla eu neque pellentesque massa,6.5,0.060869565,,Yes,Yes,,926864 3401,Kelly C. Monroe,Grace A. Norman,1,Advanced Analysis,Customer Success,8
Aliquet Magna A Consulting,2/11/2020,4BAD1FF2-A91C-E7A7-E153-55583E17D3EB,velit. Aliquam nisl. Nulla eu,7.5,0.068478261,,No,Yes,,398594 4309,Kelly C. Monroe,Hedy P. Flores,1,Analytics,Customer Success,9
Neque Nullam Nisl Ltd,1/29/2020,88B1D544-0209-035B-1BC5-186A832C5754,"lectus quis massa. Mauris vestibulum,",6.5,0.060869565,,No,Yes,,834678 9111,Dolan X. Russo,Stacy E. Espinoza,1,Training,Customer Success,8
Massa LLC,3/4/2020,73549134-63C3-3DA2-D223-F54D408A3E68,ridiculus mus. Proin vel arcu,3.5,0.026630435,,No,Yes,,998310 9001,Holly P. Cameron,Maxwell O. Dickson,1,Analytics,Customer Success,3.5
Ac Sem Consulting,3/18/2020,2E63AE40-B87F-9FE2-EE8B-B8CFF63BB9F9,Covid volutpat. Nulla dignissim. Maecenas ornare,6.5,0.060869565,,Yes,Yes,,056501 7381,Luke D. Tyson,Brenden P. Hansen,1,General Help,Customer Success,8
Ligula Eu Corporation,1/16/2020,322F6F5B-7D59-3BF1-2AB8-294BBA9ED747,"posuere at, velit. Cras lorem",4.5,0.045652174,,No,Yes,,325609 6607,Declan D. Puckett,Cheryl U. Perkins,1,Advanced Analysis,Customer Success,6
Lobortis Mauris Corporation,2/4/2020,B3F1BD89-678D-1154-90A9-C3CED2913E3B,Covid erat vitae risus. Duis a,3.5,0.038043478,,Yes,Yes,,539945 8586,Luke D. Tyson,Keegan B. Terry,1,Analytics,Customer Success,5
Sapien Institute,1/21/2020,7597B846-31EB-D324-F6A8-23A901C41062,Covid enim. Etiam imperdiet dictum magna.,4.5,0.045652174,,Yes,Yes,,453678 5100,Belle J. Shaw,Mariko J. Elliott,1,General Help,Customer Success,6
Odio Aliquam LLP,3/17/2020,653EDBF0-A4C0-C7EA-E7BA-EBDC55BC94AE,leo. Cras vehicula aliquet libero.,3,0.022826087,,No,Yes,,044793 9562,Buffy Y. Flynn,Brock K. Ramsey,1,Analytics,Customer Success,3
Neque Nullam Nisl Ltd,1/21/2020,E8995640-A23F-33B3-9C86-7AC3FE680DEF,Covid orci. Ut sagittis lobortis mauris.,1.5,0.011413043,,Yes,Yes,,554392 8740,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,1.5
Interdum Nunc Industries,1/9/2020,5C977358-85D6-7DA5-3185-B45F4BAB2855,"id, mollis nec, cursus a,",6.5,0.060869565,,No,Yes,,237047 7511,Murphy J. Hickman,Conan O. Dunlap,1,General Help,Customer Success,8
Est Nunc Laoreet LLC,2/24/2020,4FF52463-536B-D824-F719-DA07F1F42A68,Nulla eget metus eu erat,7,0.064673913,,No,Yes,,706280 1548,Lael W. Moore,Mollie Q. Morgan,1,General Help,Customer Success,8.5
Dictum Mi Ac Company,2/13/2020,FD88EA34-FF0D-7520-0EF3-C2C24F3FA343,odio tristique pharetra. Quisque ac,3,0.022826087,,No,Yes,,793858 7289,Caleb Q. Lott,Myles I. Nguyen,1,General Help,Customer Success,3
Odio Corp.,3/6/2020,B528BA2D-C77D-91AD-BFB2-F7DD30425507,Covid sed pede nec ante blandit,8.5,0.076086957,,Yes,Yes,,646469 6787,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,10
Erat LLP,1/10/2020,B7583BA1-DAD5-E19F-9F55-5C1B6EF3D811,"metus. In lorem. Donec elementum,",2.5,0.019021739,,No,Yes,,972849 6820,Hadley J. Noel,Dennis A. Schultz,1,Analytics,Customer Success,2.5
Ipsum Suspendisse Non Ltd,1/6/2020,ACF69122-E7A3-6032-5B5C-491DDDE4505A,"felis eget varius ultrices, mauris",1.5,0.011413043,,No,Yes,,033706 3606,Melodie J. Johnson,Diana K. Parks,1,General Help,Customer Success,1.5
Dictum Corp.,1/3/2020,030DE37D-8237-C1D9-9D29-BD0D526C71C3,"Donec tempus, lorem fringilla ornare",4,0.030434783,,No,Yes,,444994 3895,Declan D. Puckett,Quail S. Curtis,1,Training,Customer Success,4
Dictum Mi Ac Company,1/30/2020,D57DB4C9-C912-7BC4-3886-EF2DEAE23778,"et magnis dis parturient montes,",6,0.057065217,,No,Yes,,385983 7241,Caleb Q. Lott,Myles I. Nguyen,1,Training,Customer Success,7.5
Augue Eu Tempor Consulting,1/13/2020,90E2BC02-78A0-E1AC-FD68-8415E02F519A,"pede, nonummy ut, molestie in,",6.5,0.060869565,,No,Yes,,928884 1027,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,8
Tellus Non Magna Institute,1/30/2020,A4073F21-D6B0-63FE-F695-85851047C6E1,"Covid montes, nascetur ridiculus mus. Aenean",4.5,0.045652174,,Yes,Yes,,134619 4234,Caleb Q. Lott,Myles I. Nguyen,1,Analytics,Customer Success,6
Augue Eu Tempor Consulting,2/11/2020,566ECEB6-EEA9-2E16-D33E-0B0EF9AD40A7,Donec at arcu. Vestibulum ante,2.5,0.019021739,,No,Yes,,697954 3631,Kaden A. Chase,Stephanie U. Perry,1,Training,Customer Success,2.5
Amet Orci Ut Company,1/30/2020,C28571BC-12B3-AFEE-2C2E-C322215D477C,"Mauris vestibulum, neque sed dictum",3.5,0.038043478,,No,Yes,,034584 6562,Caleb Q. Lott,Myles I. Nguyen,1,General Help,Customer Success,5
Eu Nulla LLC,3/24/2020,F1AFA096-1A21-3323-22AC-F6665C3CAD77,Nunc laoreet lectus quis massa.,3,0.022826087,,No,Yes,3,938546 0325,Mara Y. Mann,Ulla Q. Carr,1,Advanced Analysis,Customer Success,3
Tellus Sem Incorporated,3/16/2020,C85B581C-FB3F-E19B-06A9-80602325F09D,enim. Mauris quis turpis vitae,3,0.022826087,,No,Yes,,267452 2277,Ori I. Patrick,Lenore V. Delaney,1,Analytics,Customer Success,3
Enim Associates,2/24/2020,9899D7A8-D229-C56F-1E12-2799A679BEDD,eget massa. Suspendisse eleifend. Cras,3.5,0.038043478,,No,Yes,,713239 8251,Declan D. Puckett,Cheryl U. Perkins,1,General Help,Customer Success,5
Netus Institute,3/24/2020,B4A71521-4C09-F7FC-0425-ED7362EED9EE,Covid elit erat vitae risus. Duis,4,0.030434783,,Yes,Yes,4,806557 1609,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,4
Parturient Limited,2/11/2020,D87F821C-AA4C-6458-284C-48F44D4A5C81,"Covid amet, consectetuer adipiscing elit. Etiam",3.5,0.038043478,,Yes,Yes,,085797 8688,May R. Henderson,Halla Y. Quinn,1,Training,Customer Success,5
Et Ltd,2/4/2020,681F2FE5-3590-43FD-87B5-25D701307D2F,"montes, nascetur ridiculus mus. Donec",3,0.022826087,,No,Yes,,165124 7924,Holly P. Cameron,Maxwell O. Dickson,1,Advanced Analysis,Customer Success,3
Sed Nunc Incorporated,1/13/2020,156D628D-0226-C7F1-CEF7-6511AA148A54,lobortis ultrices. Vivamus rhoncus. Donec,1.5,0.011413043,,No,Yes,,945445 2690,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,1.5
Cras Limited,2/28/2020,C953C8CB-63A9-0B1D-83BA-91BF7D545C63,Covid Nam ac nulla. In tincidunt,6,0.057065217,,Yes,Yes,,575800 6646,Hadley J. Noel,Audrey M. Carey,1,Analytics,Customer Success,7.5
Odio Corp.,3/19/2020,8FF9B4B8-A8E7-1985-B3CE-99B91CB5EDF9,"lacinia at, iaculis quis, pede.",1,0.007608696,,No,Yes,,816845 2772,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,1
Sed Nunc Incorporated,2/24/2020,09DDB6CD-C53D-1272-6A6B-088A31E5AD24,tempus risus. Donec egestas. Duis,6.5,0.060869565,,No,Yes,,014299 9895,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,8
Dui Nec Tempus Limited,1/27/2020,8A55E0F0-0E71-7955-992D-467A0F12CA0A,turpis nec mauris blandit mattis.,4,0.030434783,,No,Yes,,959937 3801,Elliott C. Ortiz,Nathaniel K. Burton,1,Training,Customer Success,4
Rutrum Magna Cras Ltd,1/24/2020,C913CDF0-812A-F6CE-851D-EA1DE189DC17,"Covid metus urna convallis erat, eget",8,0.072282609,,Yes,Yes,,515911 5558,Chelsea D. Stone,Gregory Y. Fletcher,1,Analytics,Customer Success,9.5
Et Ltd,3/12/2020,5C96F9EF-4D14-9F8D-8006-BD7648C2E37A,ultrices. Vivamus rhoncus. Donec est.,6.5,0.060869565,,No,Yes,,459586 8557,Holly P. Cameron,Maxwell O. Dickson,1,Training,Customer Success,8
Pede Ultrices A Incorporated,3/20/2020,DF6E3ED4-0B92-17EA-F779-42CC6C0655D6,"sapien, gravida non, sollicitudin a,",7.5,0.068478261,,No,Yes,,189823 8405,Elliott C. Ortiz,Winifred I. Pope,1,Analytics,Customer Success,9
Odio Aliquam LLP,3/26/2020,7331B90E-23D2-3845-F7E8-185A0B8F0E94,"scelerisque sed, sapien. Nunc pulvinar",5.5,0.053260870,,No,Yes,7,196888 4757,Buffy Y. Flynn,Brock K. Ramsey,1,Analytics,Customer Success,7
Vulputate Eu Incorporated,1/20/2020,CC2E380C-28E9-CCE8-FC2E-7781284C72AC,"orci lacus vestibulum lorem, sit",5.5,0.053260870,,No,Yes,,389364 6855,Tasha V. Sellers,Dolan J. Mayo,1,General Help,Customer Success,7
Cum Sociis Natoque Corporation,3/10/2020,224B7883-3D71-7032-D85F-CE82AE49C9F0,Covid purus. Nullam scelerisque neque sed,3.5,0.038043478,,Yes,Yes,,899532 0473,Karen K. Cote,Caryn W. Weeks,1,General Help,Customer Success,5
Augue Eu Tempor Consulting,1/23/2020,423AA8C5-91D4-CEBE-5461-F4ECF49FDB4B,Covid eu tellus eu augue porttitor,4.5,0.045652174,,Yes,Yes,,886976 4426,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,6
Aenean Sed Limited,2/27/2020,CB536F9C-8ABF-0031-A433-CCA67005AC02,Covid orci. Phasellus dapibus quam quis,2,0.015217391,,Yes,Yes,,135136 9069,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,2
A Tortor Industries,2/11/2020,49A83F71-6C9E-B980-873D-35B3304A0588,leo. Cras vehicula aliquet libero.,4.5,0.045652174,,No,Yes,,966176 7666,August K. Schroeder,Kylie Y. Mendez,1,Training,Customer Success,6
Mauris LLP,1/16/2020,4159F5A4-5C82-E261-0184-94C9127827D3,vel est tempor bibendum. Donec,3,0.034239130,,No,Yes,,507292 2718,Noel W. Tillman,Lucian K. Mcdonald,1,Analytics,Customer Success,4.5
Tellus Non Magna Institute,2/4/2020,DF86CA8D-9A07-14F0-6890-D4E757F8CFE1,"montes, nascetur ridiculus mus. Proin",4.5,0.045652174,,No,Yes,,617892 3584,Caleb Q. Lott,Myles I. Nguyen,1,Data Support,Customer Success,6
Eleifend Nec PC,1/20/2020,6DB75313-A6AD-057C-5DD4-C31D5089056C,"metus. In lorem. Donec elementum,",6.5,0.060869565,,No,Yes,,184924 7877,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,8
Morbi Tristique Senectus Institute,1/28/2020,F9E15454-F4E0-3095-95CF-9EFD394CDCF8,"odio, auctor vitae, aliquet nec,",3.5,0.038043478,,No,Yes,,936480 5656,Neil K. Sherman,Kylan S. Stanton,1,General Help,Customer Success,5
A Incorporated,1/28/2020,B1B48DF4-F48A-9389-6E64-1BB8FD309262,Donec sollicitudin adipiscing ligula. Aenean,8,0.072282609,,No,Yes,,272957 2970,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,9.5
Nunc Institute,3/27/2020,6460760F-4BD0-AC6A-BF59-C0A8554DC821,"dui lectus rutrum urna, nec",7.5,0.068478261,,No,Yes,9,444869 7690,Ina E. Cochran,Cole J. Wilkinson,1,Analytics,Customer Success,9
In Inc.,1/8/2020,DBB4ED7A-0E1A-C13C-345B-25215E18EDCC,Covid convallis ligula. Donec luctus aliquet,1.5,0.011413043,,Yes,Yes,,697883 7216,Dolan X. Russo,Eliana M. Morales,1,Data Support,Customer Success,1.5
A Felis Ullamcorper Company,1/2/2020,0F5A9C90-80CC-8D06-E264-C15D62303914,vestibulum massa rutrum magna. Cras,1,0.007608696,,No,Yes,,644330 1608,Neil K. Sherman,Aphrodite E. Bishop,1,Analytics,Customer Success,1
Eleifend Nec PC,1/20/2020,1BC87B54-2A0E-1361-3C99-B5D7377D3A51,"Covid iaculis enim, sit amet ornare",4,0.030434783,,Yes,Yes,,106805 3493,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,4
Erat Eget Tincidunt Company,3/2/2020,70494C2E-006C-CD1A-BA29-2A46D5774AF8,justo sit amet nulla. Donec,8.5,0.076086957,,No,Yes,,965835 3173,Belle J. Shaw,Jerome S. Oliver,1,Data Support,Customer Success,10
Praesent Corporation,2/27/2020,CF1D0D31-84CD-F267-A910-1549313B226D,Covid mus. Proin vel nisl. Quisque,6.5,0.060869565,,Yes,Yes,,755246 8998,May R. Henderson,Fredericka U. Morton,1,Training,Customer Success,8
Sit Amet Metus PC,2/11/2020,1EF69326-CAF3-40DB-E9FD-374AB82D6276,"et, rutrum eu, ultrices sit",2,0.015217391,,No,Yes,,554597 4544,Neil K. Sherman,Gregory M. Lamb,1,General Help,Customer Success,2
Libero Donec Corporation,3/9/2020,20BE1556-17A7-0E91-7D8F-DC81D36D4849,turpis. Aliquam adipiscing lobortis risus.,6.5,0.060869565,,No,Yes,,152437 1505,Elliott C. Ortiz,Nathaniel K. Burton,1,General Help,Customer Success,8
Suscipit Nonummy Fusce LLC,2/7/2020,868D4718-8248-4A66-37E1-A2FB549292E7,risus. Donec egestas. Duis ac,4.5,0.045652174,,No,Yes,,936387 8977,Mara Y. Mann,Ulla Q. Carr,1,Advanced Analysis,Customer Success,6
Eu Corporation,2/5/2020,4E9CCBE0-51E0-2B26-1CD7-766BDDCB52CA,"Covid ut aliquam iaculis, lacus pede",3,0.022826087,,Yes,Yes,,154294 4481,Dora I. Fields,Hedwig W. Duke,1,General Help,Customer Success,3
Nunc Laoreet Lectus Institute,1/17/2020,107FD70E-446D-40F9-06B9-E161F17D8949,"Covid id, ante. Nunc mauris sapien,",1.5,0.011413043,,Yes,Yes,,532527 5294,Buffy Y. Flynn,Kelsey H. Daniel,1,General Help,Customer Success,1.5
Convallis LLC,3/9/2020,94AB3AB1-1349-82C1-5D01-34870DF47E58,"rutrum eu, ultrices sit amet,",1,0.007608696,,No,Yes,,206046 8994,Ori I. Patrick,Lenore V. Delaney,1,Analytics,Customer Success,1
Consectetuer Euismod Est Associates,1/3/2020,2109E8E5-F8F2-D90F-F633-316BD0152133,Integer id magna et ipsum,4.5,0.045652174,,No,Yes,,397220 5722,Stewart Y. Nixon,Orli X. Serrano,1,Advanced Analysis,Customer Success,6
Ut Tincidunt LLP,3/16/2020,A1C25CFF-6081-AEA4-3809-253563350F2D,Covid magna. Duis dignissim tempor arcu.,6.5,0.060869565,,Yes,Yes,,932528 3886,Ori I. Patrick,Lynn Y. Alexander,1,Advanced Analysis,Customer Success,8
At Sem Molestie Limited,1/17/2020,E5F968C7-E914-FF1D-42FC-67C135CB7CF5,leo. Cras vehicula aliquet libero.,6.5,0.060869565,,No,Yes,,038987 6640,Neil K. Sherman,Aphrodite E. Bishop,1,Training,Customer Success,8
Fermentum Foundation,1/9/2020,F6F4562B-1349-C974-A84A-3DBEDE8226AA,Duis a mi fringilla mi,6.5,0.060869565,,No,Yes,,463854 1823,Declan D. Puckett,Cheryl U. Perkins,1,Advanced Analysis,Customer Success,8
Lorem Tristique Corp.,2/11/2020,769A1178-627E-FA9B-CDE6-A04E3DA678AB,Covid eu enim. Etiam imperdiet dictum,6.5,0.060869565,,Yes,Yes,,802485 9277,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,8
Sed Nunc Incorporated,1/31/2020,01264AD4-9A5B-F59B-795F-B3F892FC0CFA,scelerisque neque sed sem egestas,4,0.041847826,,No,Yes,,316242 4471,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,5.5
Hendrerit Neque Industries,1/24/2020,1CC06FC7-A3A3-7EA3-745A-9B7E6839E199,"eleifend, nunc risus varius orci,",4,0.041847826,,No,Yes,,409528 2655,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,5.5
Sed Eu Eros Inc.,2/12/2020,7679BCAC-92A6-F799-69EE-B1CD47995F7B,pharetra. Quisque ac libero nec,8.5,0.076086957,,No,Yes,,938720 2873,May R. Henderson,Maxwell P. Cole,1,Advanced Analysis,Customer Success,10
Nec Diam Duis LLC,2/12/2020,F5DDB876-9CF0-B032-4FAF-10E87EEA58F9,Covid sit amet ornare lectus justo,6.5,0.060869565,,Yes,Yes,,667793 1864,Belle J. Shaw,Jerome S. Oliver,1,Analytics,Customer Success,8
Netus Institute,3/17/2020,59851AA5-CD03-F914-1DA4-7C4242A12117,"dapibus id, blandit at, nisi.",7,0.064673913,,No,Yes,,462218 4408,Elliott C. Ortiz,Yuli L. Santana,1,Advanced Analysis,Customer Success,8.5
Congue Corporation,3/27/2020,41A3DB6B-FDC9-E726-FA38-168BE812C0F3,sagittis. Duis gravida. Praesent eu,1,0.007608696,,No,Yes,1,829922 1047,Tasha V. Sellers,Anastasia J. Myers,1,General Help,Customer Success,1
Velit Inc.,1/9/2020,3D0E9FC8-2A4A-DB6D-B715-002AD1DCBA1A,"Covid auctor, velit eget laoreet posuere,",4.5,0.045652174,,Yes,Yes,,668896 6818,Kelly C. Monroe,Lane C. Blanchard,1,General Help,Customer Success,6
Nunc Quisque Ornare Company,1/30/2020,7474A539-22F1-FF49-DCA9-7D0FD97C8194,"Covid nulla. Integer vulputate, risus a",7.5,0.068478261,,Yes,Yes,,838122 2622,April F. David,Illana D. Hewitt,1,Training,Customer Success,9
Lorem Tristique Corp.,1/13/2020,06BB9D5A-EE99-0968-EDCA-61B0BF790684,"Covid adipiscing, enim mi tempor lorem,",7.5,0.068478261,,Yes,Yes,,668752 2232,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,9
Donec Consectetuer Mauris Incorporated,3/6/2020,AEAA35B8-7CC9-0811-EB55-6DAC30116394,Covid urna. Vivamus molestie dapibus ligula.,3.5,0.038043478,,Yes,Yes,,135897 1081,Declan D. Puckett,Cheryl U. Perkins,1,Data Support,Customer Success,5
Nisl Maecenas Malesuada LLC,1/16/2020,C871C849-01DE-3638-EE27-96092ABD119B,Covid molestie sodales. Mauris blandit enim,1,0.007608696,,Yes,Yes,,987725 0325,Zorita A. Byers,Susan T. Warren,1,General Help,Customer Success,1
Ac Sem Consulting,3/18/2020,3A46AA31-2F1A-3D60-8DDB-1C3C2BFC436A,Duis sit amet diam eu,8.5,0.076086957,,No,Yes,,315136 2005,Luke D. Tyson,Brenden P. Hansen,1,Training,Customer Success,10
Proin Vel Industries,3/24/2020,F8B92362-4BF3-0CEC-7011-50120DFA001D,vestibulum. Mauris magna. Duis dignissim,9,0.079891304,,No,Yes,10.5,778821 6005,Luke D. Tyson,Elmo K. Shields,1,General Help,Customer Success,10.5
Metus Urna Convallis Limited,2/24/2020,CD5A1301-5FDC-EBC2-AAA2-656038B768E4,"aliquam iaculis, lacus pede sagittis",7.5,0.068478261,,No,Yes,,699094 6805,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,9
Suspendisse Sed Ltd,1/30/2020,72437973-94C5-B3EB-E20E-B6928BA01A57,Nulla facilisi. Sed neque. Sed,8.5,0.076086957,,No,Yes,,073314 5429,Ina E. Cochran,Kasper R. Marshall,1,General Help,Customer Success,10
Lectus Nullam Inc.,2/12/2020,2FF2F6E4-667B-E021-23E9-D4C7A64570CC,"Maecenas mi felis, adipiscing fringilla,",3.5,0.026630435,,No,Yes,,935219 3586,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,3.5
Risus Corporation,2/24/2020,E0C6F5CD-B7D0-79E0-429F-EF6AA285D387,eu dolor egestas rhoncus. Proin,7.5,0.068478261,,No,Yes,,462024 8684,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,9
Arcu Et Associates,1/27/2020,56F89FE3-D0F8-AB5E-8247-301DC8637EC7,arcu ac orci. Ut semper,6,0.057065217,,No,Yes,,383369 5921,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,7.5
In Company,1/17/2020,E479D602-DAD0-51B3-F330-1A226CD6A34F,"Covid est, mollis non, cursus non,",1,0.007608696,,Yes,Yes,,236062 3355,Mikayla K. Moore,Daryl M. Craig,1,Analytics,Customer Success,1
Rutrum Inc.,1/31/2020,90D9B69F-AD43-5BBE-AA11-09EDEAFB7168,"dui, nec tempus mauris erat",7.5,0.068478261,,No,Yes,,134891 9422,Hadley J. Noel,Dennis A. Schultz,1,General Help,Customer Success,9
Risus Donec Nibh LLP,2/24/2020,DA9C38A1-B986-8B82-E607-A2E59E0A9DEB,turpis. In condimentum. Donec at,4.5,0.045652174,,No,Yes,,417953 8717,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,6
Et Ltd,2/4/2020,D5FE9B60-46A1-3C34-3B92-5DFC307004A4,"ut mi. Duis risus odio,",2,0.015217391,,No,Yes,,758829 1364,Holly P. Cameron,Maxwell O. Dickson,1,General Help,Customer Success,2
Dictum Mi Ac Company,2/13/2020,F3696C44-2E12-8475-A87E-726AACAB5707,Nunc sed orci lobortis augue,2.5,0.019021739,,No,Yes,,274108 2271,Caleb Q. Lott,Myles I. Nguyen,1,General Help,Customer Success,2.5
At Associates,2/11/2020,DFEC87B1-5BEA-2DA6-E304-B4CB5BBB0D00,Covid aliquam arcu. Aliquam ultrices iaculis,2.5,0.019021739,,Yes,Yes,,783433 0313,Holly P. Cameron,Maxwell O. Dickson,1,Analytics,Customer Success,2.5
Eleifend Corp.,3/10/2020,1778F5F7-FB17-C5BD-6495-A70207C2D045,"vitae semper egestas, urna justo",8.5,0.076086957,,No,Yes,,846141 7159,Rina Y. Ellison,Brennan G. Mcneil,1,General Help,Customer Success,10
Elit PC,2/3/2020,AE9012E9-5992-BDE3-E5BF-85446519F18E,"fringilla ornare placerat, orci lacus",8.5,0.076086957,,No,Yes,,373655 3060,Luke D. Tyson,Imani L. Maynard,1,Advanced Analysis,Customer Success,10
Praesent Interdum Corp.,1/14/2020,5BBC969F-EACE-325A-4235-2900CA93BA0D,"amet, risus. Donec nibh enim,",3,0.022826087,,No,Yes,,064939 1091,Mikayla K. Moore,Delilah A. Randolph,1,Advanced Analysis,Customer Success,3
Diam Duis Industries,2/4/2020,D93885E6-9D88-DAE8-69B7-654E72440838,nunc. Quisque ornare tortor at,3,0.022826087,,No,Yes,,017401 8986,Elliott C. Ortiz,Zenaida X. Sullivan,1,Analytics,Customer Success,3
Nibh LLC,1/23/2020,9AB9A1E5-B6FB-2978-EEB5-FD0705DAF0B7,in consectetuer ipsum nunc id,5,0.049456522,,No,Yes,,393056 1190,Jamalia B. Riggs,Thaddeus A. Joyce,1,Analytics,Customer Success,6.5
Donec Consectetuer Mauris Incorporated,3/26/2020,608735F8-4E29-45AA-4163-295B386A0A5C,Nullam scelerisque neque sed sem,4,0.030434783,,No,Yes,4,257671 6365,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,4
Hendrerit Neque Industries,1/23/2020,9CB38BA8-442A-7D94-ACBB-A5FCDB9873F3,Mauris blandit enim consequat purus.,2,0.015217391,,No,Yes,,223763 2977,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,2
