Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
MN,True,+26%,Eagan,4.5,Mike Kennedy,Corporate,0.05,1,6/6/2014,6/6/2014,46885,Low,27,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,165.35,Central,6588,2,632.55,6/10/2014,Regular Air,8.99,Minnesota,Minnesota,22.72,55122
CA,False,-21%,Tracy,2,Joni Wasserman,Consumer,0.05,1,6/6/2014,6/6/2014,21159,Low,5,0.57,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-4.32,West,2923,5,20.28,6/10/2014,Express Air,2.03,California,California,2.98,95376
MN,False,-33%,Eagan,4.5,Mike Kennedy,Corporate,0.02,1,6/6/2014,6/6/2014,46885,Low,48,0.49,Office Supplies,Wrap Bag,Colored Push Pins,Rubber Bands,-30.11,Central,6589,2,90.96,6/10/2014,Regular Air,1.56,Minnesota,Minnesota,1.81,55122
MN,True,+36%,Eden Prairie,4.5,Mike Kennedy,Corporate,0.05,1,6/6/2014,6/6/2014,46885,Low,32,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,720.45,Central,6590,2,1997.13,6/11/2014,Regular Air,14.48,Minnesota,Minnesota,63.94,55343
CO,False,-1%,Northglenn,3.5,Barry Blumstein,Small Business,0.06,1,6/7/2014,6/7/2014,58470,High,13,0.35,Office Supplies,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",Paper,-0.31,West,8179,4,49.08,6/7/2014,Regular Air,1.93,Colorado,Colorado,3.71,80233
CO,True,+28%,Northglenn,3.5,Barry Blumstein,Small Business,0.09,1,6/7/2014,6/7/2014,58470,High,24,0.57,Office Supplies,Small Box,Kensington 4 Outlet MasterPiece® Compact Power Control Center,Appliances,512.69,West,8178,4,1811.55,6/8/2014,Regular Air,0.99,Colorado,Colorado,81.32,80233
CO,False,-33%,Northglenn,3.5,Barry Blumstein,Small Business,0.06,1,6/7/2014,6/7/2014,58470,High,36,0.37,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,-76.92,West,8180,4,236.19,6/8/2014,Regular Air,5.94,Colorado,Colorado,6.48,80233
CO,False,-36%,Parker,3.5,Barry Blumstein,Small Business,0.09,1,6/7/2014,6/7/2014,58470,High,5,0.75,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,-57.98,West,8182,4,159.5,6/8/2014,Regular Air,6.72,Colorado,Colorado,31.98,80134
CO,True,+11%,Parker,3.5,Barry Blumstein,Small Business,0.01,1,6/7/2014,6/7/2014,58470,High,45,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,94,West,8181,4,854.14,6/9/2014,Regular Air,9.03,Colorado,Colorado,18.97,80134
TN,True,+42%,Clarksville,7,Robert Dilbeck,Corporate,0.07,1,6/7/2014,6/7/2014,5221,Not Specified,48,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,562.89,South,727,5,1347.63,6/9/2014,Regular Air,1.99,Tennessee,Tennessee,28.48,37042
CO,True,+22%,Wheat Ridge,3.5,Cynthia Delaney,Corporate,0.07,1,6/8/2014,6/8/2014,11074,High,44,0.59,Technology,Small Box,3285,Telephones and Communication,1609.29,West,1538,4,7164.7435,6/9/2014,Regular Air,5.99,Colorado,Colorado,205.99,80033
IL,False,-108%,Moline,6,Susan Vittorini,Corporate,0.08,1,6/8/2014,6/8/2014,47462,High,43,0.37,Office Supplies,Small Box,Avery Poly Binder Pockets,Binders and Binder Accessories,-166.9225,Central,6669,3,154.18,6/10/2014,Regular Air,5.47,Illinois,Illinois,3.58,61265
IL,False,-1%,Moline,6,Susan Vittorini,Corporate,0.05,1,6/8/2014,6/8/2014,47462,High,18,0.56,Office Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-1.22,Central,6670,3,110.31,6/10/2014,Regular Air,2.27,Illinois,Illinois,5.85,61265
IL,True,+16%,Moline,6,Susan Vittorini,Corporate,0.02,1,6/8/2014,6/8/2014,47462,High,41,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,21.62,Central,6671,3,137.51,6/10/2014,Regular Air,1.35,Illinois,Illinois,3.29,61265
CO,False,-34%,Wheat Ridge,3.5,Cynthia Delaney,Corporate,0.07,1,6/8/2014,6/8/2014,11074,High,21,0.56,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",-39.23,West,1537,4,114.53,6/10/2014,Regular Air,3.6,Colorado,Colorado,5.68,80033
IL,True,+43%,Glendale Heights,6,Michelle Lonsdale,Home Office,0.06,1,6/8/2014,6/8/2014,31169,Low,6,0.57,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,109.88,Central,4372,3,254.76,6/12/2014,Regular Air,14.45,Illinois,Illinois,40.97,60139
OH,False,-35%,Marion,8,Laura Armstrong,Small Business,0.08,1,6/9/2014,6/9/2014,53671,Medium,41,0.39,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,-82.7885,East,7518,3,236.68,6/10/2014,Regular Air,5.01,Ohio,Ohio,5.74,43302
OH,True,+4%,Mason,8,Laura Armstrong,Small Business,0.02,1,6/9/2014,6/9/2014,53671,Medium,39,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,25.993,East,7520,3,616.5,6/10/2014,Regular Air,8.4,Ohio,Ohio,15.01,45040
OH,True,+11%,Marion,8,Laura Armstrong,Small Business,0.01,1,6/9/2014,6/9/2014,53671,Medium,43,0.73,Office Supplies,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,693.26,East,7519,3,6255.81,6/10/2014,Regular Air,19.99,Ohio,Ohio,140.85,43302
OH,False,-7%,Austintown,8,Todd Sumrall,Consumer,0.02,1,6/9/2014,6/9/2014,38274,High,10,0.55,Technology,Small Pack,Accessory2,Telephones and Communication,-33.792,East,5383,3,484.2195,6/10/2014,Express Air,1.25,Ohio,Ohio,55.99,44515
OH,True,+0%,Austintown,8,Todd Sumrall,Consumer,0.08,1,6/9/2014,6/9/2014,38274,High,9,0.57,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,0.980000000,East,5381,3,1225.37,6/11/2014,Regular Air,24.49,Ohio,Ohio,140.81,44515
OH,True,+2%,Austintown,8,Todd Sumrall,Consumer,0.06,1,6/9/2014,6/9/2014,38274,High,27,0.55,Office Supplies,Small Box,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage & Organization,23.7,East,5382,3,1199.57,6/11/2014,Regular Air,16.36,Ohio,Ohio,43.57,44515
FL,True,+4%,Palm Bay,8.5,Linda Southworth,Consumer,0.05,1,6/9/2014,6/9/2014,37702,Not Specified,44,0.59,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,26.44,South,5296,8,601.78,6/11/2014,Regular Air,4.51,Florida,Florida,13.48,32905
TX,False,-19%,Richardson,4,Alan Hwang,Small Business,0.08,1,6/9/2014,6/9/2014,16519,Medium,39,0.37,Office Supplies,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Binders and Binder Accessories,-30.268,Central,2292,7,158.97,6/11/2014,Regular Air,2.99,Texas,Texas,4.18,75080
TX,True,+14%,Richardson,4,Alan Hwang,Small Business,0.03,1,6/9/2014,6/9/2014,16519,Medium,49,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,19.87,Central,2293,7,138.96,6/11/2014,Regular Air,0.7,Texas,Texas,2.88,75080
SC,False,-13%,Florence,8.5,Tracy Hopkins,Small Business,0.03,1,6/9/2014,6/9/2014,9095,High,23,0.57,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,-37.27,South,1254,6,294.91,6/11/2014,Regular Air,6.27,South Carolina,South Carolina,12.44,29501
AR,True,+37%,Fayetteville,6,Joe Elijah,Home Office,0.06,1,6/10/2014,6/10/2014,4070,High,22,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,237.75,South,598,5,646.07,6/10/2014,Express Air,1.99,Arkansas,Arkansas,28.48,72701
TX,False,-48%,Lancaster,4,Duane Huffman,Consumer,0.03,1,6/10/2014,6/10/2014,24519,Critical,22,0.39,Office Supplies,Small Box,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,-60.72,Central,3435,7,127.56,6/11/2014,Regular Air,5.63,Texas,Texas,5.34,75146
LA,False,-28%,Alexandria,5.5,Neil French,Consumer,0.02,1,6/10/2014,6/10/2014,4871,Critical,8,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-215.39,South,697,6,775.74,6/12/2014,Delivery Truck,42,Louisiana,Louisiana,89.99,71301
NY,False,-90%,Coram,9.5,Dionis Lloyd,Small Business,0.06,1,6/10/2014,6/10/2014,58496,Not Specified,20,0.37,Office Supplies,Small Box,Xerox 1997,Paper,-123.94,East,8183,2,137.97,6/12/2014,Regular Air,10.05,New York,New York,6.48,11727
LA,False,-8%,Alexandria,5.5,Neil French,Consumer,0.06,1,6/10/2014,6/10/2014,4871,Critical,26,0.56,Office Supplies,Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,"Scissors, Rulers and Trimmers",-19.31,South,698,6,238.34,6/13/2014,Regular Air,3.98,Louisiana,Louisiana,9.31,71301
AL,False,-90%,Gadsden,7.5,Lori Olson,Consumer,0.07,1,6/10/2014,6/10/2014,23107,Medium,7,0.36,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,-39.123,South,3221,6,43.29,6/13/2014,Regular Air,7.57,Alabama,Alabama,5.38,35904
GA,False,-101%,Tucker,8,Nick Zandusky,Small Business,0.03,1,6/11/2014,6/11/2014,50852,Medium,24,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,-191.2335,South,7130,7,188.47,6/12/2014,Regular Air,11.51,Georgia,Georgia,7.38,30084
NJ,False,-87%,West Orange,10,Erica Hernandez,Small Business,0.03,1,6/11/2014,6/11/2014,54592,Low,34,0.49,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-133.77,East,7630,3,154.43,6/13/2014,Regular Air,6.92,New Jersey,New Jersey,4.18,07052
NH,False,-1%,Goffstown,11,Erica Hernandez,Small Business,0.05,1,6/11/2014,6/11/2014,54592,Low,28,,Furniture,Jumbo Box,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Bookcases,-15.29,East,7629,1,1971.56,6/15/2014,Delivery Truck,26.85,New Hampshire,New Hampshire,70.98,03045
CA,True,+6%,Santa Cruz,2,Charles Crestani,Consumer,0.05,1,6/11/2014,6/11/2014,45671,Low,13,0.48,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,7,West,6426,5,126.68,6/18/2014,Regular Air,6.02,California,California,9.77,95062
IN,True,+6%,Michigan City,7,Helen Abelman,Home Office,0.06,1,6/12/2014,6/12/2014,30048,Medium,44,0.57,Office Supplies,Jumbo Drum,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,433.63,Central,4229,3,7765.13,6/14/2014,Delivery Truck,55.24,Indiana,Indiana,180.98,46360
FL,True,+14%,Titusville,8.5,Joy Daniels,Corporate,0.1,1,6/12/2014,6/12/2014,29249,Low,12,,Furniture,Large Box,SAFCO Arco Folding Chair,Chairs & Chairmats,454.26,South,4109,8,3156.6,6/16/2014,Regular Air,24.49,Florida,Florida,276.2,32780
FL,True,+42%,Titusville,8.5,Joy Daniels,Corporate,0.05,1,6/12/2014,6/12/2014,29249,Low,47,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,125.65,South,4110,8,302.69,6/17/2014,Express Air,1.02,Florida,Florida,6.35,32780
CO,True,+8%,Wheat Ridge,3.5,Cynthia Delaney,Corporate,0.06,1,6/13/2014,6/13/2014,35875,High,31,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",28.47,West,5032,4,348.92,6/13/2014,Regular Air,3.37,Colorado,Colorado,10.98,80033
MA,False,-36%,Medford,10.5,Frank Atkinson,Corporate,0,1,6/13/2014,6/13/2014,44292,Not Specified,1,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,-3.78,East,6256,2,10.48,6/14/2014,Express Air,2.04,Massachusetts,Massachusetts,5.18,02153
MD,False,-34%,Middle River,8.5,Scott Cohen,Consumer,0.05,1,6/13/2014,6/13/2014,29506,Critical,8,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-5.6235,East,4161,4,16.35,6/14/2014,Regular Air,1.49,Maryland,Maryland,1.88,21220
MD,True,+27%,Middle River,8.5,Scott Cohen,Consumer,0.01,1,6/13/2014,6/13/2014,29506,Critical,46,0.35,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,59.704,East,4160,4,221.13,6/15/2014,Regular Air,1.49,Maryland,Maryland,4.55,21220
TX,False,-43%,Haltom City,4,Magdelene Morse,Home Office,0.01,1,6/13/2014,6/13/2014,52642,Low,9,0.6,Furniture,Jumbo Drum,"Situations Contoured Folding Chairs, 4/Set",Chairs & Chairmats,-320.7,Central,7384,7,742.84,6/17/2014,Delivery Truck,59.81,Texas,Texas,70.98,76117
TX,True,+36%,Harker Heights,4,Magdelene Morse,Home Office,0.09,1,6/13/2014,6/13/2014,52642,Low,15,0.36,Office Supplies,Small Box,Xerox 1908,Paper,276.98,Central,7386,7,764.13,6/20/2014,Regular Air,4.86,Texas,Texas,55.98,76543
MO,True,+9%,Mehlville,5.5,Lycoris Saunders,Home Office,0.02,1,6/13/2014,6/13/2014,38693,Low,3,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,196.08,Central,5450,4,2222.61,6/20/2014,Regular Air,24.49,Missouri,Missouri,699.99,63129
TX,False,-14%,Harker Heights,4,Magdelene Morse,Home Office,0.03,1,6/13/2014,6/13/2014,52642,Low,14,0.79,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,-281.67,Central,7385,7,2070.68,6/20/2014,Regular Air,4,Texas,Texas,152.48,76543
NY,True,+24%,East Meadow,9.5,Fred Chung,Corporate,0.09,1,6/14/2014,6/14/2014,49762,High,35,0.4,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,23.74,East,6959,2,99.13,6/16/2014,Regular Air,0.81,New York,New York,2.94,11554
WA,False,-158%,Tacoma,1.5,Christopher Conant,Home Office,0.01,1,6/14/2014,6/14/2014,11910,High,21,0.4,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-77.7055,West,1653,2,49.23,6/16/2014,Regular Air,4.77,Washington,Washington,1.98,98408
MI,True,+2%,Inkster,7.5,Patrick O'Brill,Home Office,0.1,1,6/15/2014,6/15/2014,12579,Not Specified,5,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,1.07,Central,1753,2,70.33,6/15/2014,Regular Air,1.97,Michigan,Michigan,15.04,48141
UT,True,+19%,Midvale,4,Annie Thurman,Home Office,0.07,1,6/15/2014,6/15/2014,36704,High,43,0.4,Office Supplies,Wrap Bag,"Adams ""While You Were Out"" Message Pads",Paper,25.02,West,5149,5,134.33,6/16/2014,Express Air,1.14,Utah,Utah,3.14,84047
TX,False,-45%,Victoria,4,Edward Nazzal,Home Office,0.09,1,6/15/2014,6/15/2014,26050,High,44,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-163.13,Central,3642,7,365.24,6/16/2014,Regular Air,8.29,Texas,Texas,8.74,77901
KY,False,-43%,Henderson,6.5,Darrin Van Huff,Home Office,0.08,1,6/15/2014,6/15/2014,771,Critical,18,0.36,Office Supplies,Small Box,Xerox 1949,Paper,-38.35,South,116,4,88.84,6/16/2014,Regular Air,4.72,Kentucky,Kentucky,4.98,42420
UT,False,-80%,Midvale,4,Annie Thurman,Home Office,0.08,1,6/15/2014,6/15/2014,36704,High,19,0.59,Office Supplies,Small Pack,Barrel Sharpener,Pens & Art Supplies,-56.07,West,5150,5,70.32,6/17/2014,Regular Air,4.17,Utah,Utah,3.57,84047
MD,True,+36%,Severna Park,8.5,Greg Tran,Home Office,0.05,1,6/15/2014,6/15/2014,9472,Critical,17,0.37,Office Supplies,Small Box,Self-Adhesive Removable Labels,Labels,19.47,East,1289,4,53.91,6/18/2014,Regular Air,0.49,Maryland,Maryland,3.15,21146
GA,False,-5%,Peachtree City,8,Ken Heidel,Corporate,0.08,1,6/15/2014,6/15/2014,3554,Low,25,0.38,Office Supplies,Small Box,Xerox 1881,Paper,-14.06,South,517,7,288.91,6/24/2014,Regular Air,6.47,Georgia,Georgia,12.28,30269
NM,False,-5%,Rio Rancho,3.5,Mitch Gastineau,Corporate,0.03,1,6/16/2014,6/16/2014,36994,Critical,40,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-284.06,West,5204,6,5264.48,6/16/2014,Delivery Truck,30,New Mexico,New Mexico,130.98,87124
IL,False,-58%,Waukegan,6,Carl Jackson,Corporate,0.03,1,6/16/2014,6/16/2014,613,High,12,0.38,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-54.0385,Central,97,3,93.54,6/16/2014,Regular Air,7.72,Illinois,Illinois,7.3,60087
MS,False,-96%,Biloxi,6.5,Jack O'Briant,Consumer,0.1,1,6/16/2014,6/16/2014,18340,Medium,20,0.37,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,-142.78,South,2524,6,148.65,6/17/2014,Express Air,11.15,Mississippi,Mississippi,7.28,39530
MS,False,-82%,Clinton,6.5,Jack O'Briant,Consumer,0.01,1,6/16/2014,6/16/2014,18340,Medium,28,0.37,Office Supplies,Small Box,Xerox 1997,Paper,-163.28,South,2525,6,198.21,6/17/2014,Express Air,10.05,Mississippi,Mississippi,6.48,39056
IL,True,+14%,Waukegan,6,Carl Jackson,Corporate,0.09,1,6/16/2014,6/16/2014,613,High,22,,Office Supplies,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,127.7,Central,98,3,905.08,6/17/2014,Regular Air,6.22,Illinois,Illinois,42.76,60087
TX,True,+12%,Pharr,4,Ted Trevino,Corporate,0,1,6/16/2014,6/16/2014,1538,Not Specified,15,0.56,Technology,Small Box,T60,Telephones and Communication,149.823,Central,228,7,1297.304,6/17/2014,Regular Air,4.9,Texas,Texas,95.99,78577
GA,False,-14%,Columbus,8,Peter Fuller,Corporate,0.03,1,6/16/2014,6/16/2014,47398,Medium,6,0.75,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,-184.06,South,6660,7,1307.184,6/18/2014,Delivery Truck,62.74,Georgia,Georgia,262.11,31907
IN,True,+42%,Lawrence,7,Harold Engle,Home Office,0,1,6/17/2014,6/17/2014,12293,High,31,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,119.64,Central,1712,3,283.17,6/18/2014,Regular Air,1.39,Indiana,Indiana,8.74,46226
FL,False,-9%,Spring Hill,8.5,Thomas Brumley,Consumer,0.09,1,6/17/2014,6/17/2014,38786,Medium,10,0.62,Furniture,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Office Furnishings,-21.39,South,5459,8,236.17,6/19/2014,Delivery Truck,15.68,Florida,Florida,23.99,34609
FL,True,+20%,Margate,8.5,Michael Oakman,Small Business,0.04,1,6/17/2014,6/17/2014,44609,Low,37,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,12.65,South,6301,8,61.77,6/21/2014,Express Air,0.7,Florida,Florida,1.48,33063
FL,True,+24%,Margate,8.5,Michael Oakman,Small Business,0.08,1,6/17/2014,6/17/2014,44609,Low,28,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,126.49,South,6300,8,525.4,6/22/2014,Regular Air,4.1,Florida,Florida,19.84,33063
MI,False,-68%,Holland,7.5,Mike Vittorini,Small Business,0.07,1,6/18/2014,6/18/2014,57376,Critical,6,0.57,Technology,Small Box,3390,Telephones and Communication,-223.212,Central,8028,2,326.893,6/18/2014,Regular Air,5.31,Michigan,Michigan,65.99,49423
MI,False,-38%,Holland,7.5,Mike Vittorini,Small Business,0.07,1,6/18/2014,6/18/2014,57376,Critical,44,0.52,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,-168.38,Central,8027,2,442.72,6/20/2014,Regular Air,7.94,Michigan,Michigan,10.52,49423
UT,False,-32%,West Valley City,4,Georgia Rosenberg,Consumer,0.05,1,6/18/2014,6/18/2014,8902,High,27,0.37,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,-57.62,West,1213,5,180.46,6/20/2014,Regular Air,5.94,Utah,Utah,6.48,84120
WI,False,-36%,Watertown,5.5,Maria Zettner,Corporate,0.08,1,6/18/2014,6/18/2014,29862,Medium,34,0.36,Office Supplies,Small Box,Xerox 1904,Paper,-76.88,Central,4203,2,214.64,6/20/2014,Regular Air,5.86,Wisconsin,Wisconsin,6.48,53094
GA,True,+26%,Hinesville,8,Toby Grace,Home Office,0.01,1,6/19/2014,6/19/2014,16737,Not Specified,15,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,366.8,South,2322,7,1390.49,6/20/2014,Regular Air,19.99,Georgia,Georgia,90.48,31313
MS,True,+35%,Gulfport,6.5,Jack O'Briant,Consumer,0,1,6/19/2014,6/19/2014,51360,Medium,12,0.38,Office Supplies,Small Box,Avery 501,Labels,16.34,South,7197,6,46.55,6/21/2014,Regular Air,0.5,Mississippi,Mississippi,3.69,39503
IL,False,-1%,Plainfield,6,Jack Lebron,Corporate,0.1,1,6/19/2014,6/19/2014,24038,High,38,0.45,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,-0.950000000,Central,3359,3,103.07,6/21/2014,Regular Air,1.34,Illinois,Illinois,2.78,60544
IN,True,+9%,Portage,7,Jack Lebron,Corporate,0,1,6/19/2014,6/19/2014,24038,High,15,0.56,Technology,Small Box,8860,Telephones and Communication,82.044,Central,3360,3,896.1805,6/21/2014,Express Air,5.26,Indiana,Indiana,65.99,46368
IL,True,+26%,Glendale Heights,6,Michelle Lonsdale,Corporate,0,1,6/19/2014,6/19/2014,26531,Medium,26,0.56,Technology,Small Box,i470,Telephones and Communication,1215.441,Central,3716,3,4688.9485,6/21/2014,Regular Air,5.26,Illinois,Illinois,205.99,60139
IL,False,-16%,Galesburg,6,Julia West,Home Office,0.02,1,6/20/2014,6/20/2014,32806,Critical,8,0.46,Furniture,Small Pack,"DAX Metal Frame, Desktop, Stepped-Edge",Office Furnishings,-28.34,Central,4607,3,178.78,6/21/2014,Regular Air,8.99,Illinois,Illinois,20.24,61401
NC,True,+44%,Kannapolis,9,Lycoris Saunders,Home Office,0.1,1,6/20/2014,6/20/2014,32806,High,48,0.38,Office Supplies,Small Box,Avery 487,Labels,77.3,South,4608,5,175.99,6/21/2014,Express Air,0.5,North Carolina,North Carolina,3.69,28081
WV,True,+17%,Parkersburg,7.5,Julie Prescott,Home Office,0.05,1,6/20/2014,6/20/2014,42850,Medium,27,0.51,Technology,Small Box,Logitech Cordless Access Keyboard,Computer Peripherals,141.28,East,6043,4,822.7,6/21/2014,Express Air,5.5,West Virginia,West Virginia,29.99,26101
NC,False,-20%,Kannapolis,9,Lycoris Saunders,Home Office,0.02,1,6/20/2014,6/20/2014,32806,High,33,0.37,Office Supplies,Small Box,Xerox 1977,Paper,-45.29,South,4609,5,221.23,6/22/2014,Regular Air,5.2,North Carolina,North Carolina,6.68,28081
VA,True,+26%,Hampton,8,Laurel Elliston,Home Office,0.05,1,6/21/2014,6/21/2014,46565,Not Specified,16,0.52,Office Supplies,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,1196.72,South,6548,5,4691.27,6/21/2014,Express Air,24.49,Virginia,Virginia,300.65,23666
CA,True,+18%,Anaheim,2,Muhammed Lee,Consumer,0,1,6/21/2014,6/21/2014,59812,Medium,46,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,1646.43,West,8374,5,9261.24,6/21/2014,Regular Air,19.99,California,California,193.17,92804
